Unnamed: 0,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
135,None,12,Critical_acct_other_credits_existing,radio/television,2320.7968561772313,Unknown_or_no_savings_acct,>7yrs,4,female_divorced/separated/married,None,2,real_estate,38.0,none,own,2,skilled_employee/official,1,yes,yes,0
136,None,27,Delay_in_past,used_car,1386.0,>1000DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,27.0,none,own,2,skilled_employee/official,1,none,yes,0
137,from_zero_to_200,12,Existing_credits_paid_till_now,radio/television,18306.0,500_to_1000DM,1_to_4yrs,4,male_single,None,3,real_estate,66.0,none,own,1,unskilled_resident,1,none,yes,1
138,from_zero_to_200,15,Critical_acct_other_credits_existing,radio/television,1366.1483851804726,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,guarantor,2,real_estate,,bank,own,3,skilled_employee/official,1,yes,yes,0
139,more_than_200,12,Existing_credits_paid_till_now,radio/television,3109.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,2,car_or_other_nonsavings,44.0,none,rent,1,unskilled_resident,1,yes,yes,0
140,more_than_200,6,Existing_credits_paid_till_now,new_car,2868.0,>1000DM,<1yr,2,male_married/widowed,None,2,real_estate,27.0,none,own,1,unemployed/unskilled_nonresident,1,none,no,0
141,from_zero_to_200,36,Existing_credits_paid_till_now,radio/television,2292.146197625307,<100DM,<1yr,4,female_divorced/separated/married,None,1,unknown/no_property,30.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
142,0_checking,None,Existing_credits_paid_till_now,radio/television,3443.0,<100DM,1_to_4yrs,3,male_single,None,2,car_or_other_nonsavings,27.0,none,own,1,management_self-employed_highly_qualified/officer,1,none,yes,0
143,0_checking,18`,Existing_credits_paid_till_now,furniture/equipment,8394.264974644871,<100DM,1_to_4yrs,2,male_single,None,2,car_or_other_nonsavings,22.0,none,own,1,skilled_employee/official,1,none,yes,1
144,None,21,Critical_acct_other_credits_existing,furniture/equipment,4788.0,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23.0,none,own,1,skilled_employee/official,1,yes,yes,0
145,from_zero_to_200,48,All_credits_paid_duly,business,4983.0,100_to_500DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,30.0,none,own,1,skilled_employee/official,1,none,yes,0
146,zero_checking,6,Critical_acct_other_credits_existing,new_car,529.0,<100DM,>7yrs,1,feemale_divorced/separated/married,None,4,unknown/no_property,39.0,none,own,2,skilled_employee/official,1,yes,yes,0
147,None,12,Critical_acct_other_credits_existing,new_car,6657.0,100_to_500DM,4_to_7yrs,4,feemale_divorced/separated/married,None,3,car_or_other_nonsavings,51.0,none,own,2,skilled_employee/official,1,yes,yes,0
148,0_checking,36,Critical_acct_other_credits_existing,furniture/equipment,3255.0,<100DM,1_to_4yrs,3,male_single,guarantor,2,building_society_savings_agreement/life_insurance,28.0,none,own,2,skilled_employee/official,1,none,yes,0
149,None,18`,Critical_acct_other_credits_existing,radio/television,4058.0,>1000DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,46.0,none,own,2,skilled_employee/official,1,none,yes,0
150,None,6,Existing_credits_paid_till_now,radio/television,2609.06828635836,100_to_500DM,>7yrs,2,male_single,None,4,unknown/no_property,42.0,bank,for_free,1,skilled_employee/official,2,yes,yes,0
151,None,10,Existing_credits_paid_till_now,radio/television,17784.0,<100DM,1_to_4yrs,1,male_single,None,4,building_society_savings_agreement/life_insurance,38.0,none,own,1,skilled_employee/official,1,yes,no,0
152,more_than_200,36,Existing_credits_paid_till_now,radio/television,2590.0,<100DM,1_to_4yrs,4,male_single,None,1,car_or_other_nonsavings,24.0,none,own,1,skilled_employee/official,1,none,yes,0
153,from_zero_to_200,24,Critical_acct_other_credits_existing,used_car,2604.0,>1000DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,29.0,none,rent,1,skilled_employee/official,1,none,yes,0
154,from_0_to_200,24,Delay_in_past,business,4601.0,100_to_500DM,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,36.0,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
155,0_checking,12,Existing_credits_paid_till_now,furniture/equipment,8676.193891708232,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,20.0,none,rent,1,skilled_employee/official,1,none,yes,1
156,0_checking,9,Critical_acct_other_credits_existing,repairs,1288.4647000024952,100_to_500DM,>7yrs,3,male_single,guarantor,4,real_estate,48.0,none,own,2,skilled_employee/official,2,none,no,0
157,0_checking,12,All_credits_paid_duly,retraining,1589.0,<100DM,>7yrs,4,male_married/widowed,None,1,car_or_other_nonsavings,45.0,bank,own,1,unskilled_resident,1,none,yes,0
158,from_0_to_200,24,Existing_credits_paid_till_now,new_car,5605.0,100_to_500DM,4_to_7yrs,2,male_single,None,3,car_or_other_nonsavings,38.0,bank,own,2,skilled_employee/official,1,yes,yes,0
159,None,6,Critical_acct_other_credits_existing,radio/television,1540.0,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,2,real_estate,34.0,none,own,2,unskilled_resident,2,none,yes,0
160,None,24,Critical_acct_other_credits_existing,radio/television,3380.440630641725,100_to_500DM,>7yrs,3,male_single,None,4,real_estate,36.0,none,own,1,skilled_employee/official,2,yes,yes,0
161,None,18`,Critical_acct_other_credits_existing,new_car,4355.8849273924125,<100DM,<1yr,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,30.0,none,own,2,skilled_employee/official,1,none,yes,0
162,None,15,Existing_credits_paid_till_now,domestic_appliances,4446.0,500_to_1000DM,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,36.0,none,own,2,skilled_employee/official,1,yes,yes,0
163,from_0_to_200,10,Existing_credits_paid_till_now,new_car,1246.0,<100DM,unemployed,2,male_single,None,4,unknown/no_property,70.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
164,None,36,Existing_credits_paid_till_now,new_car,1117.0,500_to_1000DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,36.0,none,own,1,skilled_employee/official,1,none,yes,0
165,None,6,Existing_credits_paid_till_now,furniture/equipment,3489.0,500_to_1000DM,1_to_4yrs,1,male_single,None,2,car_or_other_nonsavings,32.0,none,own,1,skilled_employee/official,1,yes,yes,0
166,0_checking,18`,Existing_credits_paid_till_now,furniture/equipment,8074.473637056636,<100DM,unemployed,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,33.0,none,own,1,skilled_employee/official,1,none,yes,1
167,from_0_to_200,11,Existing_credits_paid_till_now,furniture/equipment,3982.692717506843,>1000DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,20.0,none,own,1,skilled_employee/official,1,none,yes,0
168,None,24,Existing_credits_paid_till_now,furniture/equipment,766.0,<100DM,4_to_7yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,25.0,none,rent,1,skilled_employee/official,1,yes,yes,0
169,from_0_to_200,24,Critical_acct_other_credits_existing,business,5445.2556740800455,<100DM,>7yrs,4,male_divorced/separated,None,4,real_estate,31.0,none,own,2,skilled_employee/official,1,yes,yes,1
170,zero_checking,15,No_credits_taken_or_all_paid,new_car,8244.0,<100DM,>7yrs,4,male_single,None,3,car_or_other_nonsavings,33.0,none,rent,2,skilled_employee/official,2,none,yes,1
171,None,12,None,furniture/equipment,1289.0,<100DM,1_to_4yrs,4,feemale_divorced/separated/married,None,1,real_estate,26.0,none,own,1,skilled_employee/official,1,yes,yes,0
172,from_0_to_200,24,Delay_in_past,furniture/equipment,2718.0,<100DM,unemployed,3,feemale_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,34.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
173,from_0_to_200,8,Existing_credits_paid_till_now,radio/television,1512.43328292026,<100DM,1_to_4yrs,4,male_single,guarantor,2,real_estate,33.0,none,own,1,skilled_employee/official,1,none,no,0
174,zero_checking,21,Delay_in_past,education,1422.0,<100DM,<1yr,2,male_single,None,1,building_society_savings_agreement/life_insurance,26.0,none,own,2,skilled_employee/official,1,none,yes,1
175,None,30,All_credits_paid_duly,used_car,16158.0,Unknown_or_no_savings_acct,unemployed,4,feemale_divorced/separated/married,None,1,real_estate,53.0,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
176,0_checking,12,Existing_credits_paid_till_now,furniture/equipment,3836.0,<100DM,1_to_4yrs,2,male_divorced/separated,None,1,car_or_other_nonsavings,42.0,none,own,1,skilled_employee/official,1,none,yes,0
177,zero_checking,6,Critical_acct_other_credits_existing,radio/television,3953.0,500_to_1000DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,52.0,none,own,2,skilled_employee/official,1,none,yes,0
178,None,12,Existing_credits_paid_till_now,radio/television,594.0,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,31.0,none,rent,2,management_self-employed_highly_qualified/officer,2,yes,yes,0
179,zero_checking,21,Critical_acct_other_credits_existing,new_car,7581.0,<100DM,>7yrs,4,male_single,None,4,real_estate,,none,own,2,skilled_employee/official,1,none,yes,0
180,None,36,Delay_in_past,business,5010.568070907785,<100DM,<1yr,1,male_divorced/separated,None,1,car_or_other_nonsavings,28.0,none,own,2,skilled_employee/official,1,none,yes,1
181,from_zero_to_200,36,Delay_in_past,business,13383.0,<100DM,1_to_4yrs,2,male_divorced/separated,None,2,real_estate,30.0,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
182,zero_checking,21,All_credits_paid_duly,new_car,1721.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,40.0,none,own,2,unskilled_resident,2,none,yes,1
183,None,24,Critical_acct_other_credits_existing,furniture/equipment,1424.0,>1000DM,1_to_4yrs,4,male_single,None,4,real_estate,50.0,none,own,1,skilled_employee/official,1,yes,yes,0
184,from_zero_to_200,18`,Critical_acct_other_credits_existing,new_car,21597.0,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,36.0,bank,own,1,skilled_employee/official,2,yes,yes,1
185,None,15,Critical_acct_other_credits_existing,radio/television,1383.4746100259595,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,31.0,none,own,2,skilled_employee/official,1,none,yes,0
186,from_zero_to_200,9,All_credits_paid_duly,used_car,6948.518288134388,<100DM,>7yrs,2,female_divorced/separated/married,None,4,unknown/no_property,74.0,bank,for_free,1,management_self-employed_highly_qualified/officer,2,yes,yes,1
187,from_0_to_200,16,Critical_acct_other_credits_existing,new_car,3945.913860395052,<100DM,unemployed,2,male_single,None,3,car_or_other_nonsavings,68.0,none,for_free,3,unemployed/unskilled_nonresident,1,yes,yes,0
188,0_checking,12,Existing_credits_paid_till_now,radio/television,10790.0,100_to_500DM,4_to_7yrs,4,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,,none,own,1,skilled_employee/official,1,none,yes,1
189,from_zero_to_200,18`,No_credits_taken_or_all_paid,furniture/equipment,3594.0,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,33.0,bank,own,2,skilled_employee/official,1,yes,yes,0
190,None,24,Existing_credits_paid_till_now,business,20501.0,>1000DM,1_to_4yrs,2,male_single,None,3,building_society_savings_agreement/life_insurance,54.0,none,own,3,management_self-employed_highly_qualified/officer,1,yes,yes,1
191,from_0_to_200,48,No_credits_taken_or_all_paid,business,8343.0,100_to_500DM,4_to_7yrs,4,male_single,None,4,unknown/no_property,34.0,none,for_free,1,unskilled_resident,2,none,yes,1
192,from_zero_to_200,27,Existing_credits_paid_till_now,business,10912.0,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,36.0,none,own,1,skilled_employee/official,2,yes,yes,1
193,None,6,Existing_credits_paid_till_now,radio/television,3432.2298397647937,<100DM,4_to_7yrs,2,male_married/widowed,None,2,real_estate,29.0,none,rent,1,skilled_employee/official,1,none,yes,0
194,from_zero_to_200,45,Existing_credits_paid_till_now,radio/television,11135.0,100_to_500DM,1_to_4yrs,4,male_single,guarantor,4,building_society_savings_agreement/life_insurance,21.0,none,rent,1,skilled_employee/official,1,none,yes,1
195,from_0_to_200,9,Critical_acct_other_credits_existing,education,6670.4125566464745,<100DM,>7yrs,2,female_divorced/separated/married,None,3,car_or_other_nonsavings,34.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
196,None,6,Critical_acct_other_credits_existing,radio/television,2733.0,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,1,car_or_other_nonsavings,28.0,none,own,2,skilled_employee/official,1,yes,yes,0
197,from_zero_to_200,12,Existing_credits_paid_till_now,furniture/equipment,8276.0,100_to_500DM,<1yr,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,27.0,bank,rent,4,skilled_employee/official,1,none,yes,1
198,from_zero_to_200,24,Existing_credits_paid_till_now,usedcar,4659.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,unknown/no_property,36.0,bank,for_free,1,skilled_employee/official,1,yes,yes,0
199,from_zero_to_200,18`,Delay_in_past,furniture/equipment,6934.257903487457,<100DM,>7yrs,4,male_divorced/separated,None,3,unknown/no_property,40.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
200,None,9,Critical_acct_other_credits_existing,education,3359.0,500_to_1000DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,52.0,none,own,2,skilled_employee/official,1,yes,yes,0
201,0_checking,12,Existing_credits_paid_till_now,new_car,1287.7119138580485,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,27.0,none,own,1,unskilled_resident,1,none,yes,0
202,None,27,Delay_in_past,business,962.2721635061897,<100DM,4_to_7yrs,3,male_single,None,4,car_or_other_nonsavings,26.0,none,own,2,skilled_employee/official,1,none,yes,0
203,0_checking,12,Existing_credits_paid_till_now,retraining,8660.70806703165,<100DM,4_to_7yrs,4,male_married/widowed,None,4,building_society_savings_agreement/life_insurance,21.0,none,rent,1,skilled_employee/official,1,none,yes,1
204,None,12,Critical_acct_other_credits_existing,new_car,3502.0,<100DM,>7yrs,4,male_single,None,1,real_estate,38.0,none,own,2,unskilled_resident,2,none,yes,0
205,zero_checking,30,Critical_acct_other_credits_existing,used_car,1413.0,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,38.0,none,for_free,3,management_self-employed_highly_qualified/officer,2,yes,yes,0
206,None,12,Critical_acct_other_credits_existing,furniture/equipment,4222.615209202071,<100DM,>7yrs,4,male_single,None,4,real_estate,43.0,none,own,3,skilled_employee/official,1,yes,yes,0
207,from_0_to_200,12,Critical_acct_other_credits_existing,domestic_appliances,2156.4879554720305,<100DM,4_to_7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,26.0,none,own,1,skilled_employee/official,1,none,yes,0
208,0_checking,24,None,business,1842.0,<100DM,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,21.0,stores,own,1,unskilled_resident,1,none,yes,0
209,None,12,Existing_credits_paid_till_now,used_car,3855.6307264739753,>1000DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,55.0,none,own,1,skilled_employee/official,1,none,no,0
210,None,9,Critical_acct_other_credits_existing,radio/television,3642.3776046648063,Unknown_or_no_savings_acct,1_to_4yrs,1,male_single,None,2,real_estate,33.0,none,own,2,skilled_employee/official,2,none,yes,0
211,None,36,None,radio/television,3784.432780910892,Unknown_or_no_savings_acct,>7yrs,2,female_divorced/separated/married,None,4,real_estate,45.0,none,own,1,unskilled_resident,1,yes,yes,0
212,0_checking,27,No_credits_taken_or_all_paid,business,9956.0,<100DM,unemployed,2,male_single,None,4,building_society_savings_agreement/life_insurance,50.0,stores,own,2,skilled_employee/official,1,yes,yes,1
213,more_than_200,30,Delay_in_past,business,17432.0,<100DM,>7yrs,4,male_single,None,4,real_estate,66.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
214,None,None,Critical_acct_other_credits_existing,radio/television,5734.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,2,car_or_other_nonsavings,51.0,none,own,1,skilled_employee/official,1,yes,yes,0
215,from_zero_to_200,6,Critical_acct_other_credits_existing,retraining,835.0,Unknown_or_no_savings_acct,4_to_7yrs,1,feemale_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,39.0,none,own,2,unskilled_resident,1,none,yes,0
216,0_checking,18`,No_credits_taken_or_all_paid,business,4889.2988207764,<100DM,4_to_7yrs,3,male_single,None,1,building_society_savings_agreement/life_insurance,31.0,bank,own,1,skilled_employee/official,1,yes,yes,0
217,more_than_200,None,Existing_credits_paid_till_now,radio/television,3929.0,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,23.0,none,own,1,skilled_employee/official,1,yes,yes,0
